main_category,sub_category,flower_type,english_name,main_category_en,sub_category_en,small_category,product_name_candidate,product_number,price,product_url
花・観葉植物,花束・切花,ハボタン,kale,category/flowers-and-plants,category/flowers-and-plants/bouquets-and-cut-flowers,category/flowers-and-plants/bouquets-and-cut-flowers/kale,'花束・切花  ハボタン'_0,305,168183,https://example-test-flower.jp/item/305
花・観葉植物,花束・切花,ハボタン,kale,category/flowers-and-plants,category/flowers-and-plants/bouquets-and-cut-flowers,category/flowers-and-plants/bouquets-and-cut-flowers/kale,'花束・切花  ハボタン'_1,306,155708,https://example-test-flower.jp/item/306
花・観葉植物,花束・切花,ハボタン,kale,category/flowers-and-plants,category/flowers-and-plants/bouquets-and-cut-flowers,category/flowers-and-plants/bouquets-and-cut-flowers/kale,'花束・切花  ハボタン'_2,307,98875,https://example-test-flower.jp/item/307
花・観葉植物,花束・切花,ハボタン,kale,category/flowers-and-plants,category/flowers-and-plants/bouquets-and-cut-flowers,category/flowers-and-plants/bouquets-and-cut-flowers/kale,'花束・切花  ハボタン'_3,308,68571,https://example-test-flower.jp/item/308
花・観葉植物,花束・切花,ハボタン,kale,category/flowers-and-plants,category/flowers-and-plants/bouquets-and-cut-flowers,category/flowers-and-plants/bouquets-and-cut-flowers/kale,'花束・切花  ハボタン'_4,309,51934,https://example-test-flower.jp/item/309
花・観葉植物,花束・切花,ハボタン,kale,category/flowers-and-plants,category/flowers-and-plants/bouquets-and-cut-flowers,category/flowers-and-plants/bouquets-and-cut-flowers/kale,'花束・切花  ハボタン'_5,310,63597,https://example-test-flower.jp/item/310
花・観葉植物,花束・切花,ハボタン,kale,category/flowers-and-plants,category/flowers-and-plants/bouquets-and-cut-flowers,category/flowers-and-plants/bouquets-and-cut-flowers/kale,'花束・切花  ハボタン'_6,311,169133,https://example-test-flower.jp/item/311
花・観葉植物,花束・切花,ハボタン,kale,category/flowers-and-plants,category/flowers-and-plants/bouquets-and-cut-flowers,category/flowers-and-plants/bouquets-and-cut-flowers/kale,'花束・切花  ハボタン'_7,312,174821,https://example-test-flower.jp/item/312
花・観葉植物,花束・切花,ハボタン,kale,category/flowers-and-plants,category/flowers-and-plants/bouquets-and-cut-flowers,category/flowers-and-plants/bouquets-and-cut-flowers/kale,'花束・切花  ハボタン'_8,313,164922,https://example-test-flower.jp/item/313
花・観葉植物,花束・切花,ハボタン,kale,category/flowers-and-plants,category/flowers-and-plants/bouquets-and-cut-flowers,category/flowers-and-plants/bouquets-and-cut-flowers/kale,'花束・切花  ハボタン'_9,314,142667,https://example-test-flower.jp/item/314
花・観葉植物,花束・切花,ハボタン,kale,category/flowers-and-plants,category/flowers-and-plants/bouquets-and-cut-flowers,category/flowers-and-plants/bouquets-and-cut-flowers/kale,'花束・切花  ハボタン'_a,315,161215,https://example-test-flower.jp/item/315
花・観葉植物,花束・切花,ハボタン,kale,category/flowers-and-plants,category/flowers-and-plants/bouquets-and-cut-flowers,category/flowers-and-plants/bouquets-and-cut-flowers/kale,'花束・切花  ハボタン'_b,316,13283,https://example-test-flower.jp/item/316
花・観葉植物,花束・切花,ハボタン,kale,category/flowers-and-plants,category/flowers-and-plants/bouquets-and-cut-flowers,category/flowers-and-plants/bouquets-and-cut-flowers/kale,'花束・切花  ハボタン'_c,317,62288,https://example-test-flower.jp/item/317
花・観葉植物,花束・切花,ハボタン,kale,category/flowers-and-plants,category/flowers-and-plants/bouquets-and-cut-flowers,category/flowers-and-plants/bouquets-and-cut-flowers/kale,'花束・切花  ハボタン'_d,318,74172,https://example-test-flower.jp/item/318
花・観葉植物,花束・切花,ハボタン,kale,category/flowers-and-plants,category/flowers-and-plants/bouquets-and-cut-flowers,category/flowers-and-plants/bouquets-and-cut-flowers/kale,'花束・切花  ハボタン'_e,319,56003,https://example-test-flower.jp/item/319
花・観葉植物,花束・切花,ハボタン,kale,category/flowers-and-plants,category/flowers-and-plants/bouquets-and-cut-flowers,category/flowers-and-plants/bouquets-and-cut-flowers/kale,'花束・切花  ハボタン'_f,320,160081,https://example-test-flower.jp/item/320
花・観葉植物,フラワーアレンジメント,ガーベラ,gerbera,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/gerbera,'フラワーアレンジメント  ガーベラ'_0,321,172643,https://example-test-flower.jp/item/321
花・観葉植物,フラワーアレンジメント,ガーベラ,gerbera,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/gerbera,'フラワーアレンジメント  ガーベラ'_1,322,13695,https://example-test-flower.jp/item/322
花・観葉植物,フラワーアレンジメント,ガーベラ,gerbera,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/gerbera,'フラワーアレンジメント  ガーベラ'_2,323,100705,https://example-test-flower.jp/item/323
花・観葉植物,フラワーアレンジメント,ガーベラ,gerbera,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/gerbera,'フラワーアレンジメント  ガーベラ'_3,324,692,https://example-test-flower.jp/item/324
花・観葉植物,フラワーアレンジメント,ガーベラ,gerbera,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/gerbera,'フラワーアレンジメント  ガーベラ'_4,325,162256,https://example-test-flower.jp/item/325
花・観葉植物,フラワーアレンジメント,ガーベラ,gerbera,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/gerbera,'フラワーアレンジメント  ガーベラ'_5,326,96217,https://example-test-flower.jp/item/326
花・観葉植物,フラワーアレンジメント,ガーベラ,gerbera,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/gerbera,'フラワーアレンジメント  ガーベラ'_6,327,49572,https://example-test-flower.jp/item/327
花・観葉植物,フラワーアレンジメント,ガーベラ,gerbera,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/gerbera,'フラワーアレンジメント  ガーベラ'_7,328,127526,https://example-test-flower.jp/item/328
花・観葉植物,フラワーアレンジメント,ガーベラ,gerbera,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/gerbera,'フラワーアレンジメント  ガーベラ'_8,329,177971,https://example-test-flower.jp/item/329
花・観葉植物,フラワーアレンジメント,ガーベラ,gerbera,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/gerbera,'フラワーアレンジメント  ガーベラ'_9,330,135515,https://example-test-flower.jp/item/330
花・観葉植物,フラワーアレンジメント,ガーベラ,gerbera,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/gerbera,'フラワーアレンジメント  ガーベラ'_a,331,181248,https://example-test-flower.jp/item/331
花・観葉植物,フラワーアレンジメント,ガーベラ,gerbera,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/gerbera,'フラワーアレンジメント  ガーベラ'_b,332,82865,https://example-test-flower.jp/item/332
花・観葉植物,フラワーアレンジメント,ガーベラ,gerbera,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/gerbera,'フラワーアレンジメント  ガーベラ'_c,333,93655,https://example-test-flower.jp/item/333
花・観葉植物,フラワーアレンジメント,ガーベラ,gerbera,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/gerbera,'フラワーアレンジメント  ガーベラ'_d,334,98861,https://example-test-flower.jp/item/334
花・観葉植物,フラワーアレンジメント,ガーベラ,gerbera,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/gerbera,'フラワーアレンジメント  ガーベラ'_e,335,162028,https://example-test-flower.jp/item/335
花・観葉植物,フラワーアレンジメント,ガーベラ,gerbera,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/gerbera,'フラワーアレンジメント  ガーベラ'_f,336,167583,https://example-test-flower.jp/item/336
花・観葉植物,フラワーアレンジメント,バラ,rose,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/rose,'フラワーアレンジメント  バラ'_0,337,95702,https://example-test-flower.jp/item/337
花・観葉植物,フラワーアレンジメント,バラ,rose,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/rose,'フラワーアレンジメント  バラ'_1,338,63294,https://example-test-flower.jp/item/338
花・観葉植物,フラワーアレンジメント,バラ,rose,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/rose,'フラワーアレンジメント  バラ'_2,339,52375,https://example-test-flower.jp/item/339
花・観葉植物,フラワーアレンジメント,バラ,rose,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/rose,'フラワーアレンジメント  バラ'_3,340,106480,https://example-test-flower.jp/item/340
花・観葉植物,フラワーアレンジメント,バラ,rose,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/rose,'フラワーアレンジメント  バラ'_4,341,113966,https://example-test-flower.jp/item/341
花・観葉植物,フラワーアレンジメント,バラ,rose,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/rose,'フラワーアレンジメント  バラ'_5,342,173357,https://example-test-flower.jp/item/342
花・観葉植物,フラワーアレンジメント,バラ,rose,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/rose,'フラワーアレンジメント  バラ'_6,343,41905,https://example-test-flower.jp/item/343
花・観葉植物,フラワーアレンジメント,バラ,rose,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/rose,'フラワーアレンジメント  バラ'_7,344,177423,https://example-test-flower.jp/item/344
花・観葉植物,フラワーアレンジメント,バラ,rose,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/rose,'フラワーアレンジメント  バラ'_8,345,158664,https://example-test-flower.jp/item/345
花・観葉植物,フラワーアレンジメント,バラ,rose,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/rose,'フラワーアレンジメント  バラ'_9,346,29026,https://example-test-flower.jp/item/346
花・観葉植物,フラワーアレンジメント,バラ,rose,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/rose,'フラワーアレンジメント  バラ'_a,347,56060,https://example-test-flower.jp/item/347
花・観葉植物,フラワーアレンジメント,バラ,rose,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/rose,'フラワーアレンジメント  バラ'_b,348,40871,https://example-test-flower.jp/item/348
花・観葉植物,フラワーアレンジメント,バラ,rose,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/rose,'フラワーアレンジメント  バラ'_c,349,152527,https://example-test-flower.jp/item/349
花・観葉植物,フラワーアレンジメント,バラ,rose,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/rose,'フラワーアレンジメント  バラ'_d,350,148285,https://example-test-flower.jp/item/350
花・観葉植物,フラワーアレンジメント,バラ,rose,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/rose,'フラワーアレンジメント  バラ'_e,351,49501,https://example-test-flower.jp/item/351
花・観葉植物,フラワーアレンジメント,バラ,rose,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/rose,'フラワーアレンジメント  バラ'_f,352,43558,https://example-test-flower.jp/item/352
花・観葉植物,フラワーアレンジメント,カーネーション,carnation,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/carnation,'フラワーアレンジメント  カーネーション'_0,353,95765,https://example-test-flower.jp/item/353
花・観葉植物,フラワーアレンジメント,カーネーション,carnation,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/carnation,'フラワーアレンジメント  カーネーション'_1,354,128923,https://example-test-flower.jp/item/354
花・観葉植物,フラワーアレンジメント,カーネーション,carnation,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/carnation,'フラワーアレンジメント  カーネーション'_2,355,100995,https://example-test-flower.jp/item/355
花・観葉植物,フラワーアレンジメント,カーネーション,carnation,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/carnation,'フラワーアレンジメント  カーネーション'_3,356,112958,https://example-test-flower.jp/item/356
花・観葉植物,フラワーアレンジメント,カーネーション,carnation,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/carnation,'フラワーアレンジメント  カーネーション'_4,357,113688,https://example-test-flower.jp/item/357
花・観葉植物,フラワーアレンジメント,カーネーション,carnation,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/carnation,'フラワーアレンジメント  カーネーション'_5,358,94830,https://example-test-flower.jp/item/358
花・観葉植物,フラワーアレンジメント,カーネーション,carnation,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/carnation,'フラワーアレンジメント  カーネーション'_6,359,175307,https://example-test-flower.jp/item/359
花・観葉植物,フラワーアレンジメント,カーネーション,carnation,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/carnation,'フラワーアレンジメント  カーネーション'_7,360,95260,https://example-test-flower.jp/item/360
花・観葉植物,フラワーアレンジメント,カーネーション,carnation,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/carnation,'フラワーアレンジメント  カーネーション'_8,361,171007,https://example-test-flower.jp/item/361
花・観葉植物,フラワーアレンジメント,カーネーション,carnation,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/carnation,'フラワーアレンジメント  カーネーション'_9,362,71585,https://example-test-flower.jp/item/362
花・観葉植物,フラワーアレンジメント,カーネーション,carnation,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/carnation,'フラワーアレンジメント  カーネーション'_a,363,97905,https://example-test-flower.jp/item/363
花・観葉植物,フラワーアレンジメント,カーネーション,carnation,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/carnation,'フラワーアレンジメント  カーネーション'_b,364,136167,https://example-test-flower.jp/item/364
花・観葉植物,フラワーアレンジメント,カーネーション,carnation,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/carnation,'フラワーアレンジメント  カーネーション'_c,365,91252,https://example-test-flower.jp/item/365
花・観葉植物,フラワーアレンジメント,カーネーション,carnation,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/carnation,'フラワーアレンジメント  カーネーション'_d,366,123755,https://example-test-flower.jp/item/366
花・観葉植物,フラワーアレンジメント,カーネーション,carnation,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/carnation,'フラワーアレンジメント  カーネーション'_e,367,83246,https://example-test-flower.jp/item/367
花・観葉植物,フラワーアレンジメント,カーネーション,carnation,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/carnation,'フラワーアレンジメント  カーネーション'_f,368,189320,https://example-test-flower.jp/item/368
花・観葉植物,フラワーアレンジメント,ユリ,lily,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/lily,'フラワーアレンジメント  ユリ'_0,369,132211,https://example-test-flower.jp/item/369
花・観葉植物,フラワーアレンジメント,ユリ,lily,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/lily,'フラワーアレンジメント  ユリ'_1,370,87229,https://example-test-flower.jp/item/370
花・観葉植物,フラワーアレンジメント,ユリ,lily,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/lily,'フラワーアレンジメント  ユリ'_2,371,77715,https://example-test-flower.jp/item/371
花・観葉植物,フラワーアレンジメント,ユリ,lily,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/lily,'フラワーアレンジメント  ユリ'_3,372,88591,https://example-test-flower.jp/item/372
花・観葉植物,フラワーアレンジメント,ユリ,lily,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/lily,'フラワーアレンジメント  ユリ'_4,373,102779,https://example-test-flower.jp/item/373
花・観葉植物,フラワーアレンジメント,ユリ,lily,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/lily,'フラワーアレンジメント  ユリ'_5,374,32372,https://example-test-flower.jp/item/374
花・観葉植物,フラワーアレンジメント,ユリ,lily,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/lily,'フラワーアレンジメント  ユリ'_6,375,21218,https://example-test-flower.jp/item/375
花・観葉植物,フラワーアレンジメント,ユリ,lily,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/lily,'フラワーアレンジメント  ユリ'_7,376,19099,https://example-test-flower.jp/item/376
花・観葉植物,フラワーアレンジメント,ユリ,lily,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/lily,'フラワーアレンジメント  ユリ'_8,377,57138,https://example-test-flower.jp/item/377
花・観葉植物,フラワーアレンジメント,ユリ,lily,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/lily,'フラワーアレンジメント  ユリ'_9,378,62653,https://example-test-flower.jp/item/378
花・観葉植物,フラワーアレンジメント,ユリ,lily,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/lily,'フラワーアレンジメント  ユリ'_a,379,12528,https://example-test-flower.jp/item/379
花・観葉植物,フラワーアレンジメント,ユリ,lily,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/lily,'フラワーアレンジメント  ユリ'_b,380,138989,https://example-test-flower.jp/item/380
花・観葉植物,フラワーアレンジメント,ユリ,lily,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/lily,'フラワーアレンジメント  ユリ'_c,381,175479,https://example-test-flower.jp/item/381
花・観葉植物,フラワーアレンジメント,ユリ,lily,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/lily,'フラワーアレンジメント  ユリ'_d,382,1792,https://example-test-flower.jp/item/382
花・観葉植物,フラワーアレンジメント,ユリ,lily,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/lily,'フラワーアレンジメント  ユリ'_e,383,115791,https://example-test-flower.jp/item/383
花・観葉植物,フラワーアレンジメント,ユリ,lily,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/lily,'フラワーアレンジメント  ユリ'_f,384,38120,https://example-test-flower.jp/item/384
花・観葉植物,フラワーアレンジメント,セージ,sage,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/sage,'フラワーアレンジメント  セージ'_0,385,71537,https://example-test-flower.jp/item/385
花・観葉植物,フラワーアレンジメント,セージ,sage,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/sage,'フラワーアレンジメント  セージ'_1,386,8834,https://example-test-flower.jp/item/386
花・観葉植物,フラワーアレンジメント,セージ,sage,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/sage,'フラワーアレンジメント  セージ'_2,387,124247,https://example-test-flower.jp/item/387
花・観葉植物,フラワーアレンジメント,セージ,sage,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/sage,'フラワーアレンジメント  セージ'_3,388,150732,https://example-test-flower.jp/item/388
花・観葉植物,フラワーアレンジメント,セージ,sage,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/sage,'フラワーアレンジメント  セージ'_4,389,6941,https://example-test-flower.jp/item/389
花・観葉植物,フラワーアレンジメント,セージ,sage,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/sage,'フラワーアレンジメント  セージ'_5,390,147423,https://example-test-flower.jp/item/390
花・観葉植物,フラワーアレンジメント,セージ,sage,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/sage,'フラワーアレンジメント  セージ'_6,391,63356,https://example-test-flower.jp/item/391
花・観葉植物,フラワーアレンジメント,セージ,sage,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/sage,'フラワーアレンジメント  セージ'_7,392,51408,https://example-test-flower.jp/item/392
花・観葉植物,フラワーアレンジメント,セージ,sage,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/sage,'フラワーアレンジメント  セージ'_8,393,83469,https://example-test-flower.jp/item/393
花・観葉植物,フラワーアレンジメント,セージ,sage,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/sage,'フラワーアレンジメント  セージ'_9,394,92990,https://example-test-flower.jp/item/394
花・観葉植物,フラワーアレンジメント,セージ,sage,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/sage,'フラワーアレンジメント  セージ'_a,395,170216,https://example-test-flower.jp/item/395
花・観葉植物,フラワーアレンジメント,セージ,sage,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/sage,'フラワーアレンジメント  セージ'_b,396,156676,https://example-test-flower.jp/item/396
花・観葉植物,フラワーアレンジメント,セージ,sage,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/sage,'フラワーアレンジメント  セージ'_c,397,72910,https://example-test-flower.jp/item/397
花・観葉植物,フラワーアレンジメント,セージ,sage,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/sage,'フラワーアレンジメント  セージ'_d,398,119595,https://example-test-flower.jp/item/398
花・観葉植物,フラワーアレンジメント,セージ,sage,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/sage,'フラワーアレンジメント  セージ'_e,399,107496,https://example-test-flower.jp/item/399
花・観葉植物,フラワーアレンジメント,セージ,sage,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/sage,'フラワーアレンジメント  セージ'_f,400,3801,https://example-test-flower.jp/item/400
花・観葉植物,フラワーアレンジメント,カスミソウ,babys_breath,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/babys_breath,'フラワーアレンジメント  カスミソウ'_0,401,20215,https://example-test-flower.jp/item/401
花・観葉植物,フラワーアレンジメント,カスミソウ,babys_breath,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/babys_breath,'フラワーアレンジメント  カスミソウ'_1,402,187600,https://example-test-flower.jp/item/402
花・観葉植物,フラワーアレンジメント,カスミソウ,babys_breath,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/babys_breath,'フラワーアレンジメント  カスミソウ'_2,403,132701,https://example-test-flower.jp/item/403
花・観葉植物,フラワーアレンジメント,カスミソウ,babys_breath,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/babys_breath,'フラワーアレンジメント  カスミソウ'_3,404,139625,https://example-test-flower.jp/item/404
花・観葉植物,フラワーアレンジメント,カスミソウ,babys_breath,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/babys_breath,'フラワーアレンジメント  カスミソウ'_4,405,147690,https://example-test-flower.jp/item/405
花・観葉植物,フラワーアレンジメント,カスミソウ,babys_breath,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/babys_breath,'フラワーアレンジメント  カスミソウ'_5,406,175265,https://example-test-flower.jp/item/406
花・観葉植物,フラワーアレンジメント,カスミソウ,babys_breath,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/babys_breath,'フラワーアレンジメント  カスミソウ'_6,407,172605,https://example-test-flower.jp/item/407
花・観葉植物,フラワーアレンジメント,カスミソウ,babys_breath,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/babys_breath,'フラワーアレンジメント  カスミソウ'_7,408,158891,https://example-test-flower.jp/item/408
花・観葉植物,フラワーアレンジメント,カスミソウ,babys_breath,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/babys_breath,'フラワーアレンジメント  カスミソウ'_8,409,36177,https://example-test-flower.jp/item/409
花・観葉植物,フラワーアレンジメント,カスミソウ,babys_breath,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/babys_breath,'フラワーアレンジメント  カスミソウ'_9,410,94363,https://example-test-flower.jp/item/410
花・観葉植物,フラワーアレンジメント,カスミソウ,babys_breath,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/babys_breath,'フラワーアレンジメント  カスミソウ'_a,411,179716,https://example-test-flower.jp/item/411
花・観葉植物,フラワーアレンジメント,カスミソウ,babys_breath,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/babys_breath,'フラワーアレンジメント  カスミソウ'_b,412,185615,https://example-test-flower.jp/item/412
花・観葉植物,フラワーアレンジメント,カスミソウ,babys_breath,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/babys_breath,'フラワーアレンジメント  カスミソウ'_c,413,59780,https://example-test-flower.jp/item/413
花・観葉植物,フラワーアレンジメント,カスミソウ,babys_breath,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/babys_breath,'フラワーアレンジメント  カスミソウ'_d,414,153874,https://example-test-flower.jp/item/414
花・観葉植物,フラワーアレンジメント,カスミソウ,babys_breath,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/babys_breath,'フラワーアレンジメント  カスミソウ'_e,415,81880,https://example-test-flower.jp/item/415
花・観葉植物,フラワーアレンジメント,カスミソウ,babys_breath,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/babys_breath,'フラワーアレンジメント  カスミソウ'_f,416,81161,https://example-test-flower.jp/item/416
花・観葉植物,フラワーアレンジメント,コチョウラン,phalaenopsis,category/flowers-and-plants,category/flowers-and-plants/flower-arrangements,category/flowers-and-plants/flower-arrangements/phalaenopsis,'フラワーアレンジメント  コチョウラン'_0,417,135509,https://example-test-flower.jp/item/417
