review_id,product_id,user_id,rating,review_text
488,14,10363,2,メニューじぶんの編組ダニ彼人形狭い。
489,15,13572,5,トリビュート目的トースト転倒。
490,1200,6066,4,電池憲法職人運。
491,59,2285,5,参加するバナー彼女デフォルトあなた自身主婦午前。
492,110,12601,2,協力デッド副副。
493,263,5511,1,奨励しますタワーテント鉱山保証金障害。
494,200,4881,5,創傷職人サンプル織る。
495,675,15256,3,証言するデッド葉彼憲法反射。
496,196,13530,3,バスケットクロスリニア。
497,709,17069,1,販売午前今日。
498,384,384,4,緩む厳しい意図奨励します細かいささやき溝。
499,636,13236,5,日曜日連続尊敬するタワーフェミニストヒール。
500,1077,19702,1,ハードウェア運革新極端な主婦ない。
